,channel,title,view_count,like_count,was_live,duration_m,date_upload,hour_upload
15567,Erpan1140,BIJIKERS TERNYATA UDH PADA GEDE!!,1131238,62574,0,19.85,2020-07-05,12
15568,Erpan1140,MASUK PENJARA GTA ROLEPLAY - GARUDA ROLEPLAY #2,542881,24280,0,34.15,2020-07-04,23
15569,Erpan1140,MALMING BERGABUT RIA BERSAMA ERPAN!!,1509877,75173,0,10.083,2020-07-04,11
15570,Erpan1140,Main Game Murderous Pursuits - Multiplayer Stealth Murder Party Mencari Seorang Pembunuh!!,858300,45404,0,24.05,2020-07-03,11
15571,Erpan1140,MENJADI MANUSIA PURBA DI GTA- GARUDA ROLEPLAY #1,549676,27176,0,33.867,2020-07-02,15
15572,Erpan1140,MEME DENGAN PERFECT CUT!!,1322738,74851,0,13.95,2020-07-01,14
15573,Erpan1140,HAMPIR KETANGKAP GARA GARA BEGAL - GTA ROLEPLAY #5,580469,29769,0,20.333,2020-06-29,13
15574,Erpan1140,MOMENT MOMENT AKWARD DI INTERNET!!,1343981,68249,0,14.15,2020-06-29,10
15575,Erpan1140,MEMBEGAL PARA PEMANEN BARANG HARAM!! - GTA ROLEPLAY #4,679442,32643,0,18.133,2020-06-28,10
15576,Erpan1140,KESEMPURNAAN KEGABUTAN BAPAK TE ES!!,1804239,88922,0,14.4,2020-06-27,13
15577,Erpan1140,PINDAH KERJAAN JADI TUKANG BUS! - GTA ROLEPLAY #3,598469,28620,0,13.533,2020-06-25,14
15578,Erpan1140,69 VIDEO PENAMPAKAN YG SULIT DIJELASKAN!!,1827887,85710,0,11.267,2020-06-25,14
15579,Erpan1140,JUAL AYAM MALAH DI PUKULIN :( - GTA ROLEPLAY #2,671094,37308,0,17.867,2020-06-24,1
15580,Erpan1140,PAKE APLIKASI NETBOOM INDONESIA BISA MAIN GTA V DI HP!!,809854,37997,0,11.817,2020-06-23,11
15581,Erpan1140,MENGEMIS DI GTA V ROLEPLAY - GTA ROLEPLAY #1,681589,36205,0,11.817,2020-06-22,5
15582,Erpan1140,BERGABUT RIA KARNA ANDA SEMUA GABUT!!,1186253,63125,0,16.117,2020-06-21,5
15583,Erpan1140,BELAJAR MAIN GTA ROLEPLAY! - GTA ROLEPLAY #0,759200,45453,0,11.583,2020-06-19,10
15584,Erpan1140,VIDEO INI SANGAT CRINGE!!,1685907,79886,0,13.883,2020-06-18,13
15585,Erpan1140,GAME ANIME YG BISA MENGALAHKAN MAHLUK MARS!!,1017648,49146,0,23.133,2020-06-16,11
15586,Erpan1140,ORANG ORANG YG DED INSIDE!!,1748708,78686,0,13.233,2020-06-14,11
15587,Erpan1140,UPLOAD BANG WOI UPLOAD!!!,951376,53806,0,15.683,2020-06-13,14
15588,Erpan1140,MEME INDIEGOGO NEED TO STOP!!,1658514,93161,0,12.383,2020-06-10,13
15589,Erpan1140,RAPI AHMAD NGEMEME ...,1735855,90156,0,12.717,2020-06-08,14
15590,Erpan1140,MARI MENGKORUPSI DANA JEMBATAN!,2068561,74569,0,21.383,2020-06-07,14
15591,Erpan1140,MENJADI PRO PLAYER MEMBUAT JEMBATAN!!,1148550,53898,0,19.267,2020-06-06,10
15592,Erpan1140,KEKEYI KOSPLAY ENSTEGREM ENSTEGREM,1332028,76833,0,12.283,2020-06-05,5
15593,Erpan1140,BUYUNG APA TUH ?? BUYUNG PUYUH!!,2673386,111529,0,12.55,2020-06-03,4
15594,Erpan1140,KEMBALI KE MAP MINECRAFT JAMAN DULU!!,1284725,91649,0,15.167,2020-06-01,13
15595,Erpan1140,MAIN MINECRAFT DUNGEONS BERSAMA ANTO !,601129,38782,0,22.317,2020-06-01,5
15596,Erpan1140,AYO MAIN MENKREP LAGI!! - MINECRAFT DUNGEONS #1,911702,62261,0,25.1,2020-05-30,5
15597,Erpan1140,ISTRI MASA DEPAN DI GAME MOBILE ZOMBIEE - LIFEAFTER,696586,31419,0,22.567,2020-05-29,12
15598,Erpan1140,SATISFAING YG SANGAT TIDAK MENYENANGKAN!!,2518174,116568,0,13.95,2020-05-27,23
15599,Erpan1140,MEMBUKA MEMBUKA DAN MEMBUKA ...,1564682,78733,0,13.7,2020-05-26,14
15600,Erpan1140,MAIN PUBG BERSAMA IBUNEGARA!! - PUBGM,1315531,71207,0,22.767,2020-05-23,11
15601,Erpan1140,VIDEO YG MEMBUAT MERASAKAN GENJUTSU!!,1939372,89645,0,14.083,2020-05-22,11
15602,Erpan1140,SUARA SUARA HALUS YG GHOIB CHALLANGE!!,902111,55565,0,16.2,2020-05-18,21
15603,Erpan1140,MARI KITA MERAWAT BAYI DARI MARS LAGI!!,1222536,63547,0,19.55,2020-05-17,22
15604,Erpan1140,NGEMEME PACEBUK SAMBIL LIVEE!!,1442207,70378,0,32.467,2020-05-15,12
15605,Erpan1140,MUKBANG MAKAN ALIEN??!!,4080759,151946,0,16.033,2020-05-14,13
15606,Erpan1140,TRY NOT TO NGANGKANG!! PART #69696996,1488379,71800,0,14.85,2020-05-13,12
15607,Erpan1140,MENEMANI KEGABUTAN WARGA BUMI DIBULAN RAMADHAN!!,1435301,66318,0,10.75,2020-05-11,13
15608,Erpan1140,INI GAME COCOK BUAT PECINTA ANIME !!,322266,17211,0,13.067,2020-05-09,13
15609,Erpan1140,SATISPAING BIKIN NGANTUK BAPAK KAU GEMING!!,5216955,214307,0,18.617,2020-05-08,8
15610,Erpan1140,BUKAN KELUARGA PRINDAPAN!!!,2229456,98312,0,11.95,2020-05-05,20
15611,Erpan1140,MENCARI TETANGGA BARU - ANIMAL CROSSING #6,460705,26116,0,24.167,2020-05-04,11
15612,Erpan1140,BERSAHUR RIA DENGAN BOLLYWOOD!!,2275586,91882,0,16.167,2020-05-02,20
15613,Erpan1140,SAHUR BERSAMA RAMADHAN BOYS!!,2101410,90235,0,12.0,2020-04-30,22
15614,Erpan1140,JANGAN LUPA BERBUKA DENGAN YG MANIS!!,1582079,71584,0,13.417,2020-04-29,13
15615,Erpan1140,I LOPE BIJIKERS!! NGABUBURIT EDITION!!,1771589,77530,0,14.75,2020-04-28,10
15616,Erpan1140,MENJUAL TEMAN DI TOKO ONLEN...,1400281,70061,0,12.683,2020-04-26,13
15617,Erpan1140,KETEMU TANTE GIRANG DI ANIMAL CROSSING - ANIMAL CROSSING #5,408912,22680,0,19.183,2020-04-25,13
15618,Erpan1140,BaWApeSan iNI kE pErSekUtUAnMuu!!!,1945272,85127,0,13.233,2020-04-23,13
15619,Erpan1140,HEBOH ORANG INI MENANGKAP SETAN!! - ANIMAL CROSSING #4,451287,26633,0,25.667,2020-04-22,15
15620,Erpan1140,MAKANAN THAILAND MEMANG MENGGAIRAHKAN!!,2388237,87905,0,10.217,2020-04-21,12
15621,Erpan1140,TOLONG GABISA BERENTI MAININ NI GAME - ANIMAL CROSSING #3,888457,37985,0,28.767,2020-04-20,6
15622,Erpan1140,DIRUMAH AJALAHH....,1526363,86239,0,11.133,2020-04-19,12
15623,Erpan1140,GAME HP DENGAN GRAPIKKK PC WOI!!,379972,19446,0,22.5,2020-04-18,13
15624,Erpan1140,MENYELAMATKAN PILOT YG TERDAMPAR - ANIMAL CROSSING #2,425243,25758,0,24.35,2020-04-17,14
15625,Erpan1140,INI GAME SERU JUGA TERNYATA!! - ANIMAL CROSSING,965243,45721,0,45.3,2020-04-15,13
15626,Erpan1140,CHALLANGE YG SANGAT TIDAK BERFAEDAH!!,1597532,73767,0,10.033,2020-04-14,15
15627,Erpan1140,TAMAT TAMAT TAMAT TAMAT  - DREADOUT2 #9,670186,33317,0,23.717,2020-04-13,14
15628,Erpan1140,HARI MINGGU KETEMU LINDA DULU - DREADOUT2 #8,668430,30765,0,22.183,2020-04-12,11
15629,Erpan1140,BERGABUT RIA KREATIVITAS TINGGI!!,904669,45644,0,19.067,2020-04-11,13
15630,Erpan1140,DING DING PAK DING DING OUWW!!!,3136153,118398,0,12.167,2020-04-10,14
15631,Erpan1140,MARI BERGABUT RIA DI YOUTUBE!!,1277576,62574,0,14.417,2020-04-08,13
15632,Erpan1140,WANITA YG MENGALAHKAN LINDA!! - RE:3,860382,39182,0,39.267,2020-04-07,12
15633,Erpan1140,AKHIRNYA LINDA MELAWAN KUYANG - DREADOUT2 #7,872846,35719,0,32.15,2020-04-06,11
15634,Erpan1140,HARI MINGGU BERGABUT RIA DONG!!,2685389,104235,0,10.25,2020-04-05,11
15635,Erpan1140,INI KAN YG KALIAN TUNGGU TUNGGU - DREADOUT 2 #6,1055603,44139,0,30.283,2020-04-04,9
15636,Erpan1140,CUMAN DISINI BISA NAIK IKAN!! - ETERNALSWORD,544219,23827,0,17.7,2020-04-03,13
15637,Erpan1140,BUNUH BUNUHIN JIN SKUY - DEVIL HUNTER,344556,16374,0,16.567,2020-04-02,9
15638,Erpan1140,FOTO FOTO KEGABUTAN TERLARANG,1394296,55871,0,10.583,2020-04-01,11
15639,Erpan1140,GELUD BERSAMA LINDA BER SKIN LEGEND!! - DREADOUT2 #5,1051489,47252,0,15.617,2020-03-30,14
15640,Erpan1140,KEGABUTAN TIKTOK WARGA PRINDAPAN!!,3413799,116631,0,12.483,2020-03-29,12
15641,Erpan1140,DIRUMAH AJA YA KLEAN NOLEP??,1369350,60794,0,11.183,2020-03-28,10
15642,Erpan1140,5 BARANG KESAYANGAN ERPAN WAJIB COBA!!,507841,29362,0,14.767,2020-03-27,10
15643,Erpan1140,MENDENGARKAN CURHATAN DARI SIPOCONG :( - DREADOUT2 #4,1154771,52818,0,18.75,2020-03-26,14
15644,Erpan1140,DI INDIA TERNYATA JUGA ADA LONDRY MATA!!,2128210,88746,0,11.233,2020-03-25,11
15645,Erpan1140,TERTAWALAH SEBELUM DITERTAWAKAN!!,2104316,79056,0,13.65,2020-03-24,12
15646,Erpan1140,PEKERJAAN PALING DICARI DI INDIA!!!,3309923,125233,0,12.5,2020-03-22,13
15647,Erpan1140,GALLERY YG PENUH BERKAH!!!,1411763,52271,0,12.65,2020-03-21,11
15648,Erpan1140,CHAT GABUT PARA PRIMARS!!,1516743,70862,0,16.75,2020-03-19,13
15649,Erpan1140,REAKTION VIDEO PENAMPAKAN YG TIDAK SERAM!!,1711283,73598,0,17.45,2020-03-18,13
15650,Erpan1140,BUKA PECEBOK ISINYA .... KELAS ONLINE SEMUA!,1842738,73922,0,12.767,2020-03-17,12
15651,Erpan1140,KEMAMPUAN LINDA SANGAT MENONJOL - DREADOUT2 #3,1098697,43541,0,19.233,2020-03-15,8
15652,Erpan1140,MALMING BUKA BUKA PECEBOOK SKUYT,2259895,77349,0,15.217,2020-03-14,15
15653,Erpan1140,GALLERY OH GALER ERPAN...,1578538,52674,0,14.067,2020-03-13,13
15654,Erpan1140,BIJIKERS EMG KELAKUAN SANGAT RANDOOM!!,1323891,46512,0,14.233,2020-03-12,13
15655,Erpan1140,MAIN BER 3 SEKARANG UWAW!! - DREADOUT2 #2,1235766,50464,0,29.983,2020-03-10,6
15656,Erpan1140,INSTEGREM OH INSTEGREMMMM!!!,6372142,187132,0,18.133,2020-03-09,11
15657,Erpan1140,MEMEFRESHKAN OTAK DENGAN PIDEO ERPAN!,2384836,71191,0,23.05,2020-03-08,12
15658,Erpan1140,INI GALLERY ERPAN BISA SAMPE 1000 EPISODE!,1052139,40631,0,13.717,2020-03-06,7
15659,Erpan1140,NEGARA TERSANTUY DI ALAM SEMESTA!!,1634239,73146,0,12.633,2020-03-05,9
15660,Erpan1140,KENAPA KUCING KELAKUANNYA ANEH ???,1491550,61213,0,16.433,2020-03-04,15
15661,Erpan1140,PENGEN NGAKAK MAEN DREADOUT 2!!,1355243,72738,0,24.633,2020-03-03,8
15662,Erpan1140,TIKTOK JEPUN SANGAT MELEDAK LUAR DALAM!,2168634,83503,0,14.3,2020-03-02,6
15663,Erpan1140,"PERTANYAAN GEY , STOP IT GET SOME HELP - PILIHMANA #30",418522,27764,0,17.917,2020-03-01,1
15664,Erpan1140,CIRI CIRI TIDAK MENONTON ERPAN IQ RENDAH!,1533859,95414,0,12.617,2020-02-29,8
15665,Erpan1140,GAME TERLUCU DAN TERIMUT DI HP!! - LIGHT OF THEL,255354,10727,0,19.45,2020-02-28,14
15666,Erpan1140,NGEBUKA FOTO GALERY ERPAN!!ISINYA WADUH...,725650,36541,0,13.367,2020-02-27,9
15667,Erpan1140,RICH BRIAN NYANYI LAGU LEBARAN??!!!,2754897,99340,0,11.833,2020-02-25,12
15668,Erpan1140,VIDEO TIKTOK BUKAN PIDEO BUCIN!!,5323035,179877,0,14.25,2020-02-24,13
15669,Erpan1140,REACTION DRAW MAY LIFE ERPAN1140!!,2646935,130751,0,30.967,2020-02-23,8
15670,Erpan1140,KETEMU WARGA MARS DI WARNET - INTERNET CAFE SIMULATOR #7,406863,17852,0,12.483,2020-02-20,14
15671,Erpan1140,MEMBUAT RUANG VIP DARI MARS!! - INTERNET CAFE SIMULATOR #6,431857,18696,0,13.267,2020-02-18,12
15672,Erpan1140,PENJUAL CILOR YG FHAKBOI!! KLEAN SEMUA LEWAT!!,1297193,57684,0,13.633,2020-02-17,9
15673,Erpan1140,BERGABUT RIA DI OME TV!!,1730422,89738,0,14.617,2020-02-16,10
15674,Erpan1140,HUMOR INSTAGRAM GITU GITU AJA ...,945963,49178,0,15.05,2020-02-15,13
15675,Erpan1140,TOP GLOBAL PERITITAN DUNIAWI!!,1004418,44395,0,13.9,2020-02-13,13
15676,Erpan1140,NI ORANG BISA BERUBAH WUJUD!! AMAJING!!,1465765,60229,0,14.15,2020-02-11,13
15677,Erpan1140,PILIHAN YG SULIT !!! - PILIHMANA #29,1727795,67722,0,13.517,2020-02-10,12
15678,Erpan1140,video ini ga ada apa apa ...,2062344,118145,0,11.983,2020-02-09,5
15679,Erpan1140,VIDEO BIJIKERS!!,1141054,54492,0,14.2,2020-02-08,9
15680,Erpan1140,SEMAKIN JAUH DARI HUMOR BERKUALITAS ...,4507928,156456,0,12.1,2020-02-07,9
15681,Erpan1140,TEMPAT MACAM APA INI??!! - INTERNET CAFE SIMULATOR #5,551911,20968,0,13.517,2020-02-04,14
15682,Erpan1140,EREREREREREREREEEEEE!!,4038113,160040,0,15.25,2020-02-03,14
15683,Erpan1140,INSTEGREM ISINYA TIK TOK OO DOANG!!,1300684,57518,0,13.65,2020-02-01,15
15684,Erpan1140,BISA TEMBUS DINDING WOI!! - INTERNET CAFE SIMULATOR #4,400244,16971,0,18.133,2020-01-31,12
15685,Erpan1140,BARU PUNYA WARNET UDH BANGKRUT!! - INTERNET CAFE SIMULATOR #3,405370,16656,0,17.783,2020-01-30,13
15686,Erpan1140,IYA IYA INI REACTION VIDEO MINECRAFT REWIND 2019,2791845,107228,0,36.383,2020-01-29,15
15687,Erpan1140,CARA MENJADI KECE ALA ERPAN DAN MR.BIJIX!!,297374,18552,0,9.067,2020-01-28,8
15688,Erpan1140,FACEBOOK PAKET MALEM!!,1741039,66501,0,10.45,2020-01-27,16
15689,Erpan1140,ABANG ABANG WARNET DARI MARS!!! - INTERNET CAFE SIMULATOR #2,411471,18808,0,14.3,2020-01-25,13
15690,Erpan1140,JADI OP WARNET DULU LAH!!! - INTERNET CAFE SIMULATOR #1,438813,21289,0,13.367,2020-01-23,12
15691,Erpan1140,MAKAN SALJU CAMPUR NUGGET!!,532860,22888,0,16.333,2020-01-22,13
15692,Erpan1140,INTRO BARU WOI!!!,890785,46286,0,13.533,2020-01-20,12
15693,Erpan1140,GAME JAMAN WARNET YG BIKIN KANGEN!!,309522,13880,0,24.533,2020-01-19,10
15694,Erpan1140,TERSECAM TAHUN BARU DI JEPUN!!!,483955,27205,0,15.167,2020-01-17,7
15695,Erpan1140,LAGI JAMANNYA TIKKI TOKOO !!,812396,39526,0,11.033,2020-01-14,15
15696,Erpan1140,INI GAME NGAPA NGATUR NGATUR!!!,542506,24267,0,22.883,2020-01-13,14
15697,Erpan1140,GAME IQ MAHLUK MARS SAAT BOCAH!!,932039,37494,0,14.1,2020-01-12,5
15698,Erpan1140,INSTAGRAM ISINYA GINI AMAT SI :((,880926,44064,0,12.8,2020-01-09,12
15699,Erpan1140,CUMAN MAHLUK MARS YG SMART YG BISA MIN NI GAME!!,1453252,59248,0,10.183,2020-01-08,11
15700,Erpan1140,GAME HAMSTER JAMAN SD YG BIKIN KESEL!!!,695295,37790,0,13.183,2020-01-06,14
15701,Erpan1140,JADI MAKIN SERU INI GAME!! - SIMULACRA #2,590532,23206,0,20.55,2020-01-05,11
15702,Erpan1140,INI GAME MALAH JADI SEREM!! - SIMULACRA #1,912940,42204,0,21.517,2020-01-03,13
15703,Erpan1140,PERDAMIAN ITU INDAH!!,1168034,61421,0,12.35,2020-01-01,14
15704,Erpan1140,BELI UDUD ATAU SKIN GAME - PILIH MANA #28,418907,24017,0,13.483,2019-12-31,7
15705,Erpan1140,BUKA INSTAGAREM ISINYA KEGABUTAN 62+,2003638,84098,0,17.55,2019-12-25,14
15706,Erpan1140,MAIN ULAR YG MEMILIKI SENSOR MATA MASA DEPAN!,741965,39829,0,12.117,2019-12-23,14
15707,Erpan1140,MASA MASA INDAH DIWARNET JAMAN DULU!!,978857,48451,0,13.083,2019-12-22,13
15708,Erpan1140,BIJIKERS WHY U AWTIS MENN??!!,773887,31774,0,19.9,2019-12-19,11
15709,Erpan1140,MATI KARNA PENYAKIT ATAU KIAMAT ?? - PILIHMANA #27,420040,22790,0,12.883,2019-12-17,13
15710,Erpan1140,BUKA PACEBOOK KETEMU EDITAN NGAKAK!!,1469862,64975,0,14.6,2019-12-16,13
15711,Erpan1140,REACTION TIKTOK BERSAMA NISA SABIAN!,2938519,122136,0,10.467,2019-12-15,13
15712,Erpan1140,KENAPA MAHLUK BUMI DOYAN NGEGAS??!!,1088780,46264,0,19.933,2019-12-11,13
15713,Erpan1140,BALIKAN SAMA MANTAN ? MACARIN MANTAN TEMEN? - PILIHMANA #26,441662,23575,0,15.4,2019-12-10,13
15714,Erpan1140,KISAH KEHIDUPAN DOBLEH DAN ISTRINYA!!,918190,46602,0,18.033,2019-12-08,13
15715,Erpan1140,MENDENGAR SUARA BIJIKER LAGI!!,719414,42183,0,13.183,2019-12-06,14
15716,Erpan1140,PERSONALITY - Trailer,755660,78105,0,0.933,2019-12-05,11
15717,Erpan1140,AKHIRNYA GAME TAVVURAN TAMAT!!,783385,32434,0,11.183,2019-12-04,5
15718,Erpan1140,TAVVURAN MAHLUK MARS VS MAHLUK BUMI!!,536684,30434,0,13.467,2019-12-02,15
15719,Erpan1140,NI ORANG ANAKNYA NARUTO KEDUA!!,1185785,54938,0,11.433,2019-12-01,13
15720,Erpan1140,PADA KANGEN PILIH MANA GA?? - PILIHMANA #25,463967,26705,0,12.917,2019-11-29,10
15721,Erpan1140,GAME TAVVURAN TERBAIK!!!,1004777,49000,0,14.617,2019-11-25,14
15722,Erpan1140,"JAKA SEMBUNG , MAMAK KAU KEMBUNG!!",1639254,64907,0,13.383,2019-11-22,12
15723,Erpan1140,GAME PALING MENEGANGKAN DIBANDING AVENGER!!,829410,36100,0,11.1,2019-11-19,13
15724,Erpan1140,PACARAN SAMA TEMEN SENDIRI ?? - PILIHMANA #24,569705,27784,0,17.833,2019-11-18,10
15725,Erpan1140,TAVVURAN ANAK STM VS GAJAH!!!,1089588,48862,0,14.933,2019-11-16,23
15726,Erpan1140,MENDENGAR SUARA DARI PLANET LAIN!!,698617,37861,0,14.467,2019-11-15,10
15727,Erpan1140,PILIHMANA TERNGAKAK!! - PILIHMANA #23,530705,27845,0,12.55,2019-11-09,22
15728,Erpan1140,ASUPAN 1CAK DI PAGI HARI!!,2653120,90983,0,14.733,2019-11-08,23
15729,Erpan1140,GAME YG DAPAT MEMBUAT TETANGGA NGAMOK,426969,18192,0,11.533,2019-11-07,15
15730,Erpan1140,MARI GABUT DI FACEBOOK!!!,1714295,66800,0,12.25,2019-11-06,13
15731,Erpan1140,GAME SUARA YG MEMBUAT PERMUSUHAN !!!,346170,15131,0,10.65,2019-11-05,13
15732,Erpan1140,ERPAN DKK BELAJAR AKTING RANDOM!,464036,23032,0,12.883,2019-11-03,9
15733,Erpan1140,DITUSBOL ATAU MENUSBOL - PILIHMANA #22,483521,28154,0,13.433,2019-10-30,11
15734,Erpan1140,MELIHAT VIDEO LEGEND DI 1CAK.TIPI,1094779,47756,0,19.533,2019-10-29,14
15735,Erpan1140,MENDENGAR SUARA HEWAHUNJA DIBUMI!!,941756,49854,0,12.983,2019-10-27,15
15736,Erpan1140,PARA SETAN SEDANG BEKERJA SAMA!!,488751,26783,0,25.583,2019-10-26,10
15737,Erpan1140,HEWAHUNJA REBORN!!,1769356,76140,0,13.283,2019-10-25,13
15738,Erpan1140,TUTORIAL SOMBONG!!!,616761,41300,0,10.767,2019-10-23,10
15739,Erpan1140,REAKSI WEBCAM TERLARANG ERPAN !!!,668445,37505,0,12.733,2019-10-22,5
15740,Erpan1140,MAKAN KECOA ATAU MAKAN BELATUNG?? - PILIHMANA #21,682686,34630,0,17.667,2019-10-12,12
15741,Erpan1140,MENJADI GANTENG SEPERTI MAKHLUK MARS - DERMASTER,327198,16848,0,12.0,2019-10-11,13
15742,Erpan1140,REACTION VIDEO PRIVATE MINECRAFT ERPAN!,641650,34073,0,23.933,2019-10-10,7
15743,Erpan1140,MARI MENJADI PINTAR DI CHANEL ERPAN!!,1552757,70528,0,14.767,2019-10-08,12
15744,Erpan1140,KEHILANGAN PACAR ATAU BARANG KESAYANGAN? - PILIH MANA #20,428622,24646,0,14.383,2019-10-07,10
15745,Erpan1140,MAIN BARENG TEMEN CHESS RUSH AUTO WIN!!,188646,8172,0,13.067,2019-10-06,11
15746,Erpan1140,KE UNIVERSAL MALAH KETEMU JARJIT! - BUKANVLOG SINGAPUR #3,502178,24318,0,18.65,2019-10-05,10
15747,Erpan1140,MAIN COD MOBILE ADA MAHLUK MARSNYA!!,1170745,39306,0,15.55,2019-10-04,10
15748,Erpan1140,KE SEA WORLD SINGAPURA - BUKANVLOG SINGAPUR #2,441773,18959,0,18.717,2019-10-01,15
15749,Erpan1140,MASTER BIJX DAN ERPAN COLLAB GRANNY CHAPTER 2,2409649,100539,1,13.483,2019-09-30,12
15750,Erpan1140,KESINGAPUR SKUY! - BUKANVLOG SINGAPUR #1,937991,43216,0,30.3,2019-09-29,10
15751,Erpan1140,MAEN PAKE HP AUTO MENANG PUBGM!!!,733060,30510,0,12.683,2019-09-28,10
15752,Erpan1140,GAME HP YG IMUT IMUTT ADA UPDATE TERBARU!!! - LUMIA SAGA,196416,8688,0,24.067,2019-09-24,11
15753,Erpan1140,JADI BENCONG ATAU NGEGAY ?? - PILIH MANA #19,565987,32756,0,14.25,2019-09-23,9
15754,Erpan1140,MEMBUAT PARMING MONSTER MINECRAFT - SKYBLOCK #6,2152126,58865,0,19.783,2019-09-22,10
15755,Erpan1140,MAIN SOLO SAMPE TELER JUGA KAGA MENANG !!,564670,26521,0,10.867,2019-09-21,10
15756,Erpan1140,MENUJU PULAU REDSTONE !! - SKYBLOCK #5,2252113,62180,0,20.383,2019-09-18,12
15757,Erpan1140,DIHINA SUBSCRIBER SENDIRI!!,1120793,64432,0,11.75,2019-09-16,11
15758,Erpan1140,JANGAN MAEN PUBG WAKTU MAU BERAK!!!,926963,41562,0,11.1,2019-09-15,9
15759,Erpan1140,GAME HANDPHONE YG BIKIN CANDU - ODE TO HEROES!,217289,9303,0,15.517,2019-09-14,12
15760,Erpan1140,MENGGAMBAR YOUTUBER INDONESIA BERSAMA 4BROTHER!!,1730362,54735,0,21.35,2019-09-14,5
15761,Erpan1140,MENUJU NERAKA SKYBLOCK - SKYBLOCK #4,1453434,47585,0,25.667,2019-09-10,11
15762,Erpan1140,PUNYA BINATANG BIKIN KALAH MAIN PUBGM!!,700258,30069,0,10.15,2019-09-08,13
15763,Erpan1140,Nyerah ??? JANGAN!!!,2344267,93640,0,11.4,2019-09-08,8
15764,Erpan1140,MENCARI DOMBA CHABUL YG HILANG!! - SANS SMP #16,928425,37246,0,14.483,2019-09-06,11
15765,Erpan1140,MALAH NGOMONGIN BIJI WOI! - WOULD YOU RATHER #18,490342,31298,0,17.983,2019-09-05,5
15766,Erpan1140,GAME JAMAN NINTENDO BIKIN DITERIAKIN TETANGGA!! - 4BROTHER,528841,25152,0,16.183,2019-09-03,11
15767,Erpan1140,MELAWAN MONSTER DARI MARS!! - 4BROTHER,983485,39119,0,20.783,2019-09-02,7
15768,Erpan1140,AKHIRNYA BISA MENANG DI PUBGM!!!,804757,32026,0,16.483,2019-09-01,10
15769,Erpan1140,MENUJU PULAU KEHIDUPAN MINECRAFT - SKYBLOCK #3,1831233,61712,0,14.217,2019-08-30,13
15770,Erpan1140,MENYEBRANGI PULAU GOIB MINECRAFT - SKYBLOCK #2,1637374,56893,0,16.767,2019-08-29,12
15771,Erpan1140,ERPAN YG INI KAH YG KALIAN SUKA ???!!!,1219356,70968,0,40.133,2019-08-28,13
15772,Erpan1140,PEMAIN MINECRAFT TER SMART !!! - SKYBLOCK #1,3727334,114176,0,17.267,2019-08-27,14
15773,Erpan1140,KALIAN UDH TAU INI KONTEN APA!!!,1433412,91304,0,14.983,2019-08-26,8
15774,Erpan1140,TIM PALING GAJELAS DI PUBGM!!!,476432,22480,0,14.833,2019-08-25,8
15775,Erpan1140,BIJI KEGORES ATAU KENA MINYAK PANAS ? - WOULD YOUR RATHER #17,548431,34510,0,20.35,2019-08-23,14
15776,Erpan1140,MARI UNBOXING HADIAH DARI WARGA SANS - SANS SMP #15,1382183,55930,0,15.417,2019-08-22,12
15777,Erpan1140,"MENCARI ALEK YG BARU , ALEK PART 2!!",1906913,63130,0,10.55,2019-08-20,14
15778,Erpan1140,HIDUP MENJADI LUBANGG ;)))!,707087,31658,0,23.767,2019-08-19,13
15779,Erpan1140,17 AGUSTUSAN DI MARS!!!,456587,27533,0,17.833,2019-08-18,14
15780,Erpan1140,MAIN PUBG BERSAMA TEMAN TERNYATA TERLALU RANDOM!!!,677967,29920,0,13.2,2019-08-17,14
15781,Erpan1140,BERI KESEMPATAN WARGA MISKIN SANS SMP - SANS SMP #14,801871,37375,0,15.583,2019-08-14,12
15782,Erpan1140,DHUARRR !!!! MHEMEW !!!!,4260819,163078,0,12.133,2019-08-12,11
15783,Erpan1140,udahlah nikmatin aja ....,1133615,63997,0,16.133,2019-08-10,4
15784,Erpan1140,INI SIAPA YG PRANK RUMAH TERKEREN DI SANS SMP - SANS SMP #13,1793683,64116,0,17.8,2019-08-09,5
15785,Erpan1140,MAHLUK MARS TOP GLOBAL CHESS RUSH!!,396300,10706,0,11.5,2019-08-08,11
15786,Erpan1140,PRESIDEN MAHLUK MARS TERPINTAR!!,730690,58122,0,9.867,2019-08-07,9
15787,Erpan1140,JADI MAHLUK ALAM DI PUBG!!!,961152,43883,0,13.283,2019-08-06,7
15788,Erpan1140,AYO KITA JALAN JALAN KE BUMI!!,793440,51956,0,12.15,2019-08-03,15
15789,Erpan1140,VIDEO TERLARANG MAHLUK MARS DI PACEBUK!!,2094070,98779,0,24.067,2019-07-30,7
15790,Erpan1140,PARAH MELAWAN PENGECIT - PUBGM,855056,42175,0,16.383,2019-07-28,7
15791,Erpan1140,INI IBU NGAJAK GELUD PANTAI SELATAN...,3689976,160067,0,11.233,2019-07-25,14
15792,Erpan1140,LEBIH BAIK HIDUP DIMANA ??? - WOULD YOU RATHER #16,511805,32144,0,13.867,2019-07-23,13
15793,Erpan1140,"ORANG UDH BUAT HOTEL , ERPAN MASIH TINGGAL DI GOA - SAN SMP #12",1991273,69389,0,17.483,2019-07-22,14
15794,Erpan1140,DI PUBG MOBILE ADA DAJJAL ?? - PUBG MOBILE,769553,36949,0,10.417,2019-07-21,11
